INN,52_1,26_1,10_1,205_1,186_1,18_1,48_1,60_1,198_1,233_1,160_1,142_1,227_1,114_1,22_1,50_1,133_1,24_1,curr_year,is_closed
2225121696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2723142794,0,38000,0,0,0,0,0,0,0,0,0,0,0,48000,0,0,0,28000,2012,1
2540172664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2540172657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2540176411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2540172110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
5259094573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
5250053117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
5262263253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2464234588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2461213614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2466242619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2222796820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2537054501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
2302058635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
3666153870,0,4403000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
1901089415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2224126846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
5250044088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
2508089362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2536216044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
2540152812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2539098751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
3446031675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
5256083855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
3443081886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3664088336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
3664088449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3663071386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2901176211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
2901179815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2508082712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
3305062656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2222073395,0,12433000,0,0,0,0,0,118000,0,0,0,0,0,0,0,0,0,0,2012,1
2221133718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2204037669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
2204022888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
7727545521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
2310111120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
2538096215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3664085110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3662126434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2315136256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3442092645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3525192690,0,24000,0,0,0,0,0,0,0,0,0,0,180000,0,0,0,0,0,2012,0
3528130998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
2610018002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
5262215690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2313022479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2536195450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
3327836078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2721149314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2704019668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
2538114016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
2508079156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3439007784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3528092630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
5250031554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3662162538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
3663085660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
3616014503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
3663085068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
5250052307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
3445114390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3446040550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3448051701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3015093564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
3015039214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3666169260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
3015093116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2540110266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
2222046465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
7706548419,0,513000,0,0,0,0,0,4000,0,0,0,0,0,162000,251000,0,0,0,2012,1
2723146710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
2223584145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2725109030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
2463232860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2466246081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
5250054086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3525273476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
2308185647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2310158190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2370000880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3435111752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2311143421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3435113220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
3443113344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3441042715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3447030949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2801178060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2901226208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2901228967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3328484020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
5262271215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
5223034595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3666176309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
3666176330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
3662174300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3666174365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3664114988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3665084920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3663088397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3664114378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3255517922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
2635806566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3664115212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2465262394,0,229000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2463231753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2463230975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
2311003008,111000,18997000,0,0,0,0,0,0,111000,0,0,0,0,0,7447000,3016000,0,0,2012,0
5256114207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
5260338496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2539055081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3666182302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
5259101206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
5262279782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
5259101485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3443118180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3444197315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3444197442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3444196463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2901231913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
2466254741,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2543008158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2540182447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2463238621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2350012373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
2312193672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
2223587604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
3444194642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3426014537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2224154191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2369001537,0,0,0,0,0,0,0,0,0,0,0,0,-44770000,0,0,0,0,0,2012,1
5262279197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
5261081194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
2320202610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
2309132599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
5261080730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
5262277880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3664119721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
3662177781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3665088466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
3661057450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
5260276112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
3665078203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
3666164374,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3603009418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3665077760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3435008890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3444175583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3446037204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
2538139162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2536231532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2540164335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
2539106716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2225109106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2224140343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2225107451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2540159536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
2204047829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2725094391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2721176332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2311124612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2320181455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
2901210494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2901211138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
2923006213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
5260278617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
5259088450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
5261072337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2310146733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
2308168264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2234012968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
2245004380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
2222790240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2801164879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2311127356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3245506618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2536240294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3619010909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3661050670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
3665079380,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,2012,1
3665079599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3443100698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
5250051342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
5250050934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2721179260,0,531000,0,0,0,0,0,0,0,0,0,0,0,536000,0,0,0,0,2012,0
3443099516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3327852231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2466224120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2720039703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
2315152480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
2308156639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
5260249165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3444167102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3444166557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
2204042404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
2824005057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
2801151171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
5260250594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
5258082984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2901202849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3528158111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
2538130184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
5250047610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2225102855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2540158973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2536223620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3123205035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3435101850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2301071954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
5263076150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
3327847489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3623008395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3663080863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
3666163028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
3666163532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
5262246441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
5260265872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2465230642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2462210711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2721057046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
3123303113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
5258100584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
5250055266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2222801527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2225128490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2466248586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
2460235492,0,214000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3250530849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3243502696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
2208009359,0,3243000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2462023214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
5250026360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2632061322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
3609003500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
3664033520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
2312076295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
2329015050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
2626027161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
2901164738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
3444161823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
5257069010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
5250014125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
4220008394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
6950148736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
6318221980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
6324027701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
6315642980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
6319161540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
6316175880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
6321294233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
6311136213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
7811521737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
7810869909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
7840471382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
